Text,Text_Cleansing,negative,neutral,positive
"saya melakukan 5 transaksi pada tanggal . 22 juni , smua nya decline nyata ter debit dari rekening hampir 7 juta , dari 5 transaksi baru 3 transaksi yang dikembalikan",transaksi tanggal puluh juni nya decline nyata ter debit rekening tujuh juta transaksi transaksi kembali,0,1,0
semua orang pasti sudah mengetahui kfc . dengan pilihan crispy / original yang bumbu nya cukup berasa . untuk kualitas rasa tidak perlu diragukan lagi .,orang kentaki fried chicken pilih crispy original bumbu nya asa kualitas ragu,0,0,1
pemikiran sempit tapi sok benar kesal banget aku,pikir sempit sok kesal banget,1,0,0
"rumah makan ini menyediakan menu khas sunda yang rasanya maknyus , dipadukan dengan aneka sambal dan berbagai lalapan segar yang bisa dipilih dan diambil sendiri . penggemar pepes bisa memuaskan lidah nya di sini karena tersedia berbagai macam pepes , favorit saya adalah pepes ikan mas nya yang empuk , pepes ayam dan pepes tahu . menu favorit saya lainnya adalah nasi bakar , ayam bakar , gepuk , bakwan jagung .",rumah makan sedia menu khas sunda maknyus padu aneka sambal lalap segar pilih ambil gemar pepes muas lidah nya sedia pepes favorit pepes ikan mas nya empuk pepes ayam pepes menu favorit nasi bakar ayam bakar gepuk bakwan jagung,0,0,1
"tepat nya bersih dan memang sesuai dengan tagline yang mereka usung , makan di sawah . kita bisa makan di pendopo dengan dikelilingi hamparan padi . ada juga fasilitas flying fox untuk anak-anak , apabila kita masuk ke dalam restoran lebih dalam . untuk makanan nya , secara keseluruhan , cukup enak . saya secara pribadi menganggap makanan nya enak : untuk harga , pas .",nya bersih sesuai tagline usung makan sawah makan pendopo keliling hampar padi fasilitas flying fox anakanak masuk restoran makan nya enak pribadi anggap makan nya enak harga pas,0,0,1
"setiap kali saya dan keluarga berkunjung ke kota bandung , kami selalu mampir untuk makan di sini . penyajian dengan menggunakan piring dan gelas kaleng mempunyai sensasi tersendiri , membayangkan zaman tempo dulu . menu favorit saya adalah peda bakar dan sambal dayang sumbi nya yang sangat enak , untuk nasi ada 2 pilihan , nasi liwet yang dapat diambil sendiri secara langsung dari katel dan disiapkan langsung oleh pelayan .",kali keluarga kunjung kota bandung mampir makan saji piring gelas kaleng sensasi sendiri bayang zaman tempo menu favorit peda bakar sambal dayang sumbi nya enak nasi pilih nasi liwet ambil langsung katel siap langsung layan,0,0,1
"makanan nya sekarang semakin biasa saja rasanya . kurang bisa mempertahankan mutu citarasa masakan nya . berlokasi di mal bip menjadi tempat makan yang cukup ramai dikunjungi tamu dengan harga yang lumayan bersahabat . udang nya alot , kulit nya sulit untuk dikupas . demikian juga dengan cumi goreng nya alot .",makan nya mempe ahankan mutu citarasa masakan nya lokasi mal bip makan ramai kunjung tamu harga lumayan sahabat udang nya alot kulit nya sulit kupas cumi goreng nya alot,0,0,1
"kalau mau beli macam-macam dan ada di satu tempat , di sini salah satu nya ada di bandung . dekat stasiun , parkir standar 3 ribu / jam buat mobil . temapt parkir luas , akhir pekan ramai jadi cari tempat duduk agak sulit . harga termasuk mahal bila dibanding rasanya . bubur ayam ati ampela 25k , soto mi campur 25k , mendoan 15k , es sekoteng durian 25 ribu , empek-empek kapal selam 18k .",beli macammacam salah nya bandung stasiun parkir standar ribu jam mobil temapt parkir luas pekan ramai cari duduk sulit harga mahal banding bubur ayam hati ampela puluh k soto mi campur puluh k mendoan belas k es sekoteng durian puluh ribu empekempek kapal selam delapan belas k,0,0,1
"makan pakai piring kaleng , pilih makan sendiri . hitungan nya per porsi , jengkol nya mantap - mengantre , jadi datanglah pada waktu yang tepat . hehe",makan pakai piring kaleng pilih makan hitung nya porsi jengkol nya mantap antre datang hehe,0,0,1
setiap kali ke sini membawa saya untuk tidak mau pulang cepat . pelayanan yang ramah dan tempat yang nyaman .,kali bawa pulang cepat layan ramah nyaman,0,0,1
kenapa depok selalu macet bikin telat terus,depok macet bikin telat,1,0,0
"lobby hyatt bandung sangat luas dan bagus . ada pohon natal besar , bagus sekali . executive club di lantai 13 pemandangan nya indah .",lobi hyatt bandung luas bagus pohon natal bagus eutive club lantai belas pandang nya indah,0,0,1
hal yang paling menyakitkan ketika aku beli indomie adalah ketika euwueh bumbuan di dalam nya culatuk eta pagawe indomie .,sakit beli indomie euwueh bumbu nya culatuk eta pagawe indomie,1,0,0
masak yang mulia kholifah erdogan bahu nya ditepuk tepuk oleh jokowi yang antek china komunis pki antimo dan anti islam,masak mulia kholifah erdogan bahu nya tepuk tepuk jokowi antek cina komunis partai komunis indonesia antimo anti islam,1,0,0
"memang suasana di the valley ini sangat indah dan romantis , terutama jika duduk di balkon dengan pemandangan ke arah kota yang gemerlapan , ditemani dengan zupa sup yang hangat dan steak yang nikmat , walaupun dingin terasa nyaman dan suasana hangat , hanya hati hati memilih menu ada yang harga nya cukup mahal sekali",suasana the valley indah romantis duduk balkon pandang arah kota gemerlap tani zupa sup hangat steak nikmat dingin nyaman suasana hangat hati hati pilih menu harga nya mahal,0,0,1
tuhan macam apa yang kalian sembah ini bagaimana tuhan kalian akan mengurus umat nya di dunia dan akhirat jika dia mati ? tuhan itu adalah zat yang hidup kekal di dunia dan akhirat untuk selamanya . kenapa tuhan kalian bisa mati ? coba pikirkan dengan akal sehat .,tuhan sembah tuhan urus umat nya dunia akhirat mati tuhan zat hidup kekal dunia akhirat tuhan mati coba pikir akal sehat,1,0,0
jelas yang tidak suka pada prabowo bermental koruptor,suka prabowo mental koruptor,1,0,0
jalan . sukajadi kalau malam suka ada warga yang buang sampah di pinggir jalan itu pa ! colek sukajadi harus dimusnahkan orang-orang kayak gitu,jalan sukajadi malam suka warga buang sampah pinggir jalan colek sukajadi musnah orangorang kayak,1,0,0
"saya tidak pernah melewatkan tempat ini jika ke braga . meski agak repot untuk mencari parkir , namun sangat layak untuk didatangi . menu favorit : mi kepiting pontianak dan wedang uwuh . asli nya menu ini dari imogiri , bantul . wedang berwarna kemerahan dengan campuran jahe , kayu secang , daun salam dan rempah-rempah , sangat hangat .",lewat braga repot cari parkir layak datang menu favorit mi kepiting pontianak wedang uwuh asli nya menu imogiri bantul wedang warna merah campur jahe kayu secang daun salam rempahrempah hangat,0,0,1
kocak . kocak . dasar tua bangka tidak tahu diri . ustad mikir nya kok nge sekali saja .,kocak kocak dasar tua bangka ustad pikir nya nge,1,0,0
"suasana nya enak , nyaman , kemarin datang sempat ada semacam wahana bonbin begitu , jadi bisa foto2an sama burung merak waktu itu . terus parkiran nya sekarang juga sudah luas .",suasana nya enak nyaman kemarin wahana bonbin foto an burung merak parkir nya luas,0,0,1
"seperti toast kotak di singapura . tetapi ya masih enak singapuralah ya . menu menu nya juga mirip . apa jiplak toast kotak ya . kalau iya , hm , hahaha tidak cocok sih menurut gue .",sepe i toast kotak singapura ya enak singapuralah ya menu menu nya jiplak toast kotak ya iya hem haha cocok sih,1,0,0
"datang ke tempat ini pas malam hari , sebelum ke tempat saung , melewati galeri seni . di saung makan ada air terjun buatan yang cukup deras aliran nya , cocok yang butuh suasana alam",pas malam saung lewat galeri seni saung makan air terjun buat deras alir nya cocok butuh suasana alam,0,0,1
"harga di herb and spice ini cukup terjangkau . makanan nya juga bukan makanan yang asalan , minuman lassi yang nikmat , aneka salad dengan dressing yang bernaeka ragam .",harga herb and spice jangkau makan nya makan asal minum lassi nikmat aneka salad dressing bernaeka ragam,0,0,1
"anies dan rhoma irama adu pantun hingga nyanyi begadang di monas - di atas panggung saat perayaan tahun baru di monas , gubernur dki jakarta anies baswedan adu pantun hingga nyanyi begadang bareng rhoma irama .",anies rhoma irama adu pantun nyanyi begadang monas panggung raya monas gubernur daerah khusus ibukota jaka a anies baswedan adu pantun nyanyi begadang bareng rhoma irama,0,1,0
"bakmi nya enak , porsi nya banyak , bikin kenyang untuk porsi perempuan , harga nya murah , tempat nya santai menurut saya mah .",bakmi nya enak porsi nya bikin kenyang porsi perempuan harga nya murah nya santai,0,0,1
"bingung mau makan ke mana yang tempat nya asik , makanan enak dan harga terjangkau . ke sini saja . saya dan pasangan sangat menikmati . pengunjung kebanyakan anak muda jadi ikutan merasa muda lagi .",bingung makan nya asyik makan enak harga jangkau pasang nikmat unjung banyak anak muda ikut muda,0,0,1
"resto dengan konsep saung2 yang terletak di dalam komplek perumahan . jalan menuji ke sana cukup gelap jika malam hari . makanan yang disajikan beragam mulai dari sundanese , makanan barat , dll. udara cukup dingin di malam hari atau ketika hujan jadi disarankan membawa jaket . jalan antar saung menggunakan batu-batu sehingga kadang-kadang licin ketika hujan",resto konsep saung letak kompleks rumah jalan tuji gelap malam makan saji agam sundanese makan barat udara dingin malam hujan saran bawa jaket jalan saung batubatu kadang kadang licin hujan,0,0,1
"kebetulan saudara sepupu mengadakan acara pernikahan garden wedding pengaturan dekorasi baik dan alami karena ditunjang tempat cukup luas , untuk jumlah undangan terbatas . makanan disediakan enak dan beragam terutama makanan barat food , salad , steak , pizza , roast chicken , waffle - ice cream topping dsb dengan rasa cukup enak . lokasi strategis di ciumbuleuit , tidak jauh dari pusat kota bandung dan tidak jauh dari universitas padjadjaran . udara sejuk .",saudara sepupu ada acara nikah garden wedding atur dekorasi alami tunjang luas undang batas makan sedia enak agam makan barat food salad steak pizza roast chicken waffle ice cream topping enak lokasi strategis ciumbuleuit pusat kota bandung universitas padjadjaran udara sejuk,0,0,1
"bakpao minimal yen menjadi salah satu makanan favorit saya di kota bandung , terutama pada waktu malam hari . untuk memperoleh bakpao minimal yen tidak terlalu sulit karena banyak dijual di trotoar jalan besar . ukuran bakpao - nya tidak terlalu besar namun isian daging ayam nya banyak dan enak , harga nya juga terjangkau .",bakpao minimal yen salah makan favorit kota bandung malam oleh bakpao minimal yen sulit jual trotoar jalan ukur bakpao nya isi daging ayam nya enak harga nya jangkau,0,0,1
"masih jadi favorit saya selama ini buat makanan sunda . ayam goreng kuning nya meskipun kecil-kecil tapi enak . jangan lupa cemplung nya apalagi ikan kecil nya ! tidak bakal cukup 1 porsi , nasi pasti tambah 1.5 porsi . kalau makan langsung ke sana dan makan nasi tidak terlalu banyak , ada baiknya ku rangin jatah nya . karena dihitung nya per orang , murah memang nasi nya 1 orang nya . lanjutan",favorit makan sunda ayam goreng kuning nya kecilkecil enak lupa cemplung nya ikan nya porsi nasi belas porsi makan langsung makan nasi baik ku rangin jatah nya hitung nya orang murah nasi nya orang nya lanjut,0,0,1
"shadaqta . di sanalah habib dan fpi mengambil peran . penanam padi banyak , pembasmi hama kurang , maka dari itu sering dimusuhi wereng coklat sampai predator omnivora tinggi risk tidak return tepat sekali tapi allahlah sebaik2 pemberi balasan barakallah fikus ustaz",shadaqta sana habib front bela islam ambil peran tanam padi basmi hama musuh wereng coklat predator omnivora risk return allah beri balas barakallah fikus ustaz,1,0,0
untung,untung,0,0,1
"saya mengetahui restoran ini dari ulasan-ulasan yang saya lihat di internet dan akhirnya saya tertarik untuk mencoba karena diiring - imingi oleh rasa yang enak dan harga yang terjangkau . saya dan keluarga mencoba datang dan sebagian besar memesan menu sirloin ala suis dan tenderloin , dan ada satu yang memesan pork chop . secara keseluruhan baik kami kurang puas dengan steak yang disajikan , daging nya terlalu tipis . harga terlalu mahal juga untuk ukuran steak yang seperti itu .",restoran ulasanulasan lihat internet te arik coba iring imingi enak harga jangkau keluarga coba mes menu sirloin ala suis tenderloin mes pork chop puas steak saji daging nya tipis harga mahal ukur steak sepe i,1,0,0
"apabila ke bandung , sempatkan untuk mampir ke bakmi tasik di kawasan kuliner gardujati . semangkuk bakmi cukup terjangkau harga nya . untuk rasa juga enak banget .",bandung sempat mampir bakmi tasik kawasan kuliner gardujati semangkuk bakmi jangkau harga nya enak banget,0,0,1
"menikmati kota bandung tanpa kuliner , kurang seru , kafe halaman , menyajikan makanan indonesia , gado gado nya enak , pisang goreng keju nya juga enak serta secangkir kopi sambil menunggu teman datang sangatlah menarik",nikmat kota bandung kuliner seru kafe halaman saji makan indonesia gado gado nya enak pisang goreng keju nya enak a cangkir kopi tunggu teman tarik,0,0,1
"poin plus saat kami review pempek lala adalah rasa cuko nya yang mantap daripada pempek lain di palembang . harganyapun murah meriah , rp 1 . 000 per biji .",poin plus review pempek lala cuko nya mantap pempek palembang harga murah riah rupiah nol biji,0,0,1
"resto ini menu pilihan nya beragam . makanan indonesia , ataupun makanan barat yang populer bisa menjadi pilihan . jika mengajak anak-anak , di sini ada area bermain . tersedia juga tempat duduk untuk balita . ada area teras merokok area dan dalam ruangan nonmerokok area .",resto menu pilih nya agam makan indonesia makan barat populer pilih ajak anakanak area main sedia duduk balita area teras rokok area ruang nonmerokok area,0,0,1
kampung daun memiliki pemandangan yang bagus dan unik . untuk pelayanan saya rasa kurang karena makanan baru keluar sekitar 30 menit . seharusnya pihak resto bisa mengantisipasi terhadap lonjakan pengunjung ketika hari libur . untuk rasa makanan sangat standar dengan harga relatif mahal .,kampung daun milik pandang bagus unik layan makan puluh menit resto antisipasi lonjak unjung libur makan standar harga relatif mahal,0,0,1
bantu detox alami kamu dengan produk herbal detox . top banget .,bantu detox alami produk herbal detox top banget,0,0,1
"entah kenapa tidak bisa berpindah dari xiaomi , saya suka bisa layar capture 3 jari itu",pindah omi suka layar capture jari,0,0,1
"ini kambing bakar paling enak dibandung menurut saya , padahal slogan nya terenak kedua ya , nomor satu nya apa ya hehe . , dibakar nya pas , sehingga daging nya empuk dan juicy plus ada kering2 nya di luar , saya biasa memesan tanpa nasi jadi minimal harus memesan dua porsi biar kenyang alasan . sambal kecap nya simpel , tetapi itu tidak terlalu pengaruh karena bumbu-bumbu nya sudah meresap ke daging nya .",kambing bakar enak bandung slogan nya enak ya nomor nya ya hehe bakar nya pas daging nya empuk juicy plus kering nya mes nasi minimal mes porsi biar kenyang alas sambal kecap nya simpel pengaruh bumbubumbu nya resap daging nya,0,0,1
"harga tidak terlalu mahal dengan batagor terkenal di bandung , tapi rasa bisa diadu . bisa makan di tempat atau dibawa pulang untuk oleh-oleh dari bandung .",harga mahal batagor kenal bandung adu makan bawa pulang oleholeh bandung,0,0,1
"saat di bandung saya ingin menikmati makan malam bersama keluarga . teringat saya dulu pernah datang ke dakken bersama teman dan terkesan dengan sup mushroom yang enak . saat itu saya juga memesan sup ini sebagai pembuka , tetapi jamur nya sekarang diiris dengan sangat tipis meski rasa masih enak . untuk makanan kami memilih menu yang berbeda .",bandung nikmat makan malam keluarga dakken teman kes sup mushroom enak mes sup buka jamur nya iris tipis enak makan pilih menu beda,0,0,1
"belum pernah saya pulang promo film kecewa , hari ini saya sangat kecewa",pulang promo film kecewa kecewa,1,0,0
"rasanya kayak bubur ayam pada umum nya , tidak ada beda nya , cuma memang kaldu nya lebih terasa , tetapi entah kenapa selalu ramai dengan pengunjung , mungkin karena letak nya yang cukup strategis .",kayak bubur ayam nya beda nya kaldu nya ramai unjung letak nya strategis,0,0,1
"cantik sih , tapi murahan",cantik sih murah,1,0,0
oknum mk kok kelakuan setan . ada deal-deal tertentu dengan anggota dpr agar putusan mensahkan angket kpk yang berbau busuk . bubarkan dpr nya yang tidak guna,oknum mk laku setan dealdeal te entu anggota dewan wakil rakyat putus sah angket komisi berantas korupsi bau busuk bubar dewan wakil rakyat nya,1,0,0
"nostalgia tempo dulu pattiseries , ice cream dan kopi sangat kental di ingatan dan braga permai the hanya one in the area pada zaman nya di bawah tahun 80 an dan di tahun 90 an - 2000 masih bisa bertahan dengan kompetitor dan di tahun 2016 an mulai kehilangan rasa nostalgia nya dan produk nya mulai tersaingi dengan yang baru .",nostalgia tempo pattiseries ice cream kopi kental ingat braga permai the one in the area zaman nya delapan puluh an sembilan puluh an ribu be ahan kompetitor ribu enam belas an hilang nostalgia nya produk nya saing,0,0,1
"pizza bakar nya enak , dibakar dengan tungku , dengan warna kecoklatan . tidak terlalu tebal sehingga pas dimulut . yang saya suka juga adalah teh sereh yang disajikan dalam gelas besar lengkap dengan potongan sereh di dalamya . enak banget dinikmati saat udara dingin di malam hari .",pizza bakar nya enak bakar tungku warna coklat tebal pas mulut suka teh sereh saji gelas lengkap potong sereh dalamya enak banget nikmat udara dingin malam,0,0,1
manis,manis,0,0,1
bapak presiden ri ke . 6 menyerukan .,presiden ri enam seru,0,1,0
di warung talaga yang khas tradional sunda ini anda dapat menikmati banyak masakan yang dibuat dengan tahu . tahu gejerot nasi bodi pedas dan ditemani dengan minuman segar lainnya .,warung talaga khas tradional sunda nikmat masakan gejerot nasi bodi pedas tani minum segar,0,0,1
": siang kak , yuk informasikan bukan yang bermasalah , tanggal kejadian , pulsa awal dan akhir serta pulsa yang berkurang ya",siang kak yuk informasi masalah tanggal jadi pulsa a pulsa kurang ya,0,1,0
"beli burger ini di dekat factory outlet di jalan riau bandung , harga nya murah mulai dari 20 ribu sudah dapat beef burger . kalau mau yang enak cobain yang double beef cheese burger . tidak kalah dengan makanan cepat saji ternama .",beli burger factory outlet jalan riau bandung harga nya murah puluh ribu beef burger enak coba double beef cheese burger kalah makan cepat saji nama,0,0,1
"saya baru kali ini mengunjungi kampung daun meskipun tempat ini sudah trending sejak lama , bahkan mungkin sudah lewat masa nya . pada bulan puasa , tempat ini masih tergolong ramai tapi reservasi tidak diperlukan . setelah sampai , kami langsung menuju ke pondokan makan kami yang terletak cukup jauh dan harus melewati sejumlah anak tangga . pondok yang kami tempati cukup tenang , tidak banyak orang lalu .",kali unjung kampung daun tren nya puasa golong ramai reservasi langsung pondok makan letak lewat anak tangga pondok tempat tenang orang,0,0,1
aku bangga net tv selalu menghadirkan program-program tv yang berkualitas,bangga net televisi hadir programprogram televisi kualitas,0,0,1
mcd yang buka 24 jam . pertemuan poin yang sangat nyaman sejak bertahun-tahun lalu . letak nya yang super strategis di pusat kota dan jantung bisnis kota . harga yang cocok untuk semua kalangan . untuk rasa semua orang sudah tahu rasanya . hehehe . : cocok untuk nongkrong dan cuci mata di sini :,mc donalds buka puluh jam pe emuan poin nyaman be ahuntahun letak nya super strategis pusat kota jantung bisnis kota harga cocok kalang orang hehe cocok nongkrong cuci mata,0,0,1
menyesal kemarin malah upgrade laptop bukan nya beli ps4,sesal kemarin tingkat laptop nya beli play station,1,0,0
"makanan nya enak banget ditambah lagi sambal stroberi nya yang khas . tempat enak , makanan enak , mantap banget .",makan nya enak banget tambah sambal stroberi nya khas enak makan enak mantap banget,0,0,1
"enak banget nih mi di sini , mau yang mi yamin atau mi biasanya . pilihan nya juga banyak untuk dressing nya mau mi ayam pakai jamur , bakso , tetelan , ceker ayam . ayam nya pun sudah di cacah-cacah begitu jadi enak . sangat direkomendasikan untuk mi ayam ceker ayam bakso . minum nya ada jus stroberi segar tapi yang tidak kuat dengan asam nya lebih baik pesan yang lain .",enak banget nih mi mi yamin mi pilih nya dressing nya mi ayam pakai jamur bakso tetelan ceker ayam ayam nya cacahcacah enak rekomendasi mi ayam ceker ayam bakso minum nya jus stroberi segar kuat asam nya pesan,0,0,1
"keluar dari tol pasteur , setelah melewati ujung dari jembatan layang pasupati , maka kita akan bertemu dengan perempatan pasteur - pasir kaliki . belok kanan ke arah jalan pasir kaliki , kurang lebih 200 m , di sebelah kiri jalan kita akan menemui restoran unik bernama kafetaria 170 . unik dan karena hidangan nya sangat-sangat beragam . makanan berat , kue dan camilan hingga hidangan pencuci mulut tersedia lengkap di sini .",tol pasteur lewat ujung jembatan layang pasupati be emu empat pasteur pasir kaliki belok kanan arah jalan pasir kaliki ratus belah kiri jalan temu restoran unik nama kafetaria ratus tujuh puluh unik hidang nya sangatsangat agam makan berat kue camil hidang cuci mulut sedia lengkap,0,0,1
sayang sekali proses pemenuhan order makanan lama sekali . lebih mengecewakan lagi sudah 1 jam lebih tiba tiba datang disampaikan oleh pelayan tidak ada tenderloin dan sirloin . harus nya kalau tidak ada sejak awal sudah disampaikan supaya bisa ganti dengan yang lain . sungguh mengecewakan .,sayang proses penuh order makan kecewa jam layan tenderloin sirloin nya ganti sungguh kecewa,1,0,0
"wow tempat nya keren banget , bersih dan bagus sekali . banyak pilihan menu yang di sajikan di tempat ini ada bebek goreng , ayam goreng dan menu khas bali pun juga ada di tempat ini yang terkenal dengan sate ikan , lawar bali dan soup ikan nya . dan tidak ketinggalan sambel malah nya .",nya keren banget bersih bagus pilih menu saji bebek goreng ayam goreng menu khas bal kenal sate ikan lawar bal soup ikan nya tinggal sambal nya,0,0,1
"nyaman banget ada di sini , rasa adem , karena sirkulasi udara di dalam ruangan nya sangat bagus , desain nya juga unik , makanan nya juga enak",nyaman banget adem sirkulasi udara ruang nya bagus desain nya unik makan nya enak,0,0,1
"hello , kali ini saya sedang berada di bandung , kali ini saya mencoba untuk makan di eatboss kafe , tempat makan ini suasana nya nyaman , makanan nya banyak macam nya dan rasanya enak dan lezat , dan juga harga nya bersahabat sekali dengan dompet saya . hehehe . ada hal menarik di sini , apabila memasang foto di instagram dan mengikuti instagram eatboss kafe langsung dapat gratis spaghetti . saya pun mencoba . asik juga .",halo kali bandung kali coba makan eatboss kafe makan suasana nya nyaman makan nya nya enak lezat harga nya sahabat dompet hehe tarik pasang foto instagram ikut instagram eatboss kafe langsung gratis spaghetti coba asyik,0,0,1
kalau malam . suasana nya nyaman . romantis . cocok untuk bawa pasangan . poko nya coba deh ajak pasangan kamu .,malam suasana nya nyaman romantis cocok bawa pasang pokok nya coba deh ajak pasang,0,0,1
"lelaki satu ini kerap di panggil nando , nando juga salah satu waiterss yang ramah baik hati dan ligat dalam bekerja , melayani tamu nando tak usah di ragukan lagi karena setiap tamu yang datang pasti akan puas dengan pelayanan lelaki ini .",lelaki kerap panggil nando nando salah waiterss ramah hati ligat layan tamu nando ragu tamu puas layan lelaki,0,0,1
"resto makanan barat dengan harga kaki lima , ditambah pemandangan alam yang indah , suasana yang romantis , asal jangan hujan , karena di teras dibiarkan terbuka . resto favorit keluarga saya .",resto makan barat harga kaki tambah pandang alam indah suasana romantis hujan teras biar buka resto favorit keluarga,0,0,1
pakai laurier double pas mau tidur saat menstruasi biar tidak bocor,pakai laurier double pas tidur menstruasi biar bocor,0,1,0
"mohon bantua nya untuk pengembalian dana dari nomor transaksi 170599117329 dengan nomor tagihan bl17116ga8k5inv . dikarenakan barang belum dikirim dan email saya tidak bisa dibuka , atas nama igun febrianto keling kelet jepara",mohon bantua nya kembali dana nomor transaksi ratus tujuh puluh miliar ratus sembilan puluh sembilan juta ratus tujuh belas ribu ratus puluh sembilan nomor tagih beli tujuh belas ribu ratus enam belas delapan k inv barang kirim email buka nama igun febrianto keling kelet jepara,0,1,0
"resto padang sederhana di jalan pasteur sangat besaarr . selain masakan padang pada umum nya , mereka juga menyajikan sate padang dan martabak . rendang nya juara ! harga nya pun oke tidak terlalu mahal .",resto padang sederhana jalan pasteur besaarr masakan padang nya saji sate padang abak rendang nya juara harga nya oke mahal,0,0,1
"pemandangan yang indah , hijau dan asri . tempat untuk berfoto ria . tempat makan yang unik di dalam sangkar . tempat bermain yang alami .",pandang indah hijau asri foto ria makan unik sangkar main alami,0,0,1
"tempat makan yang sangat romantis apalagi bila malam hari . suasana nya sangat dingin , makanan nya pun enak rasanya , poko nya direkomendasikanlah buat dikunjungin dengan pasangan .",makan romantis malam suasana nya dingin makan nya enak pokok nya rekomendasi dikunjungin pasang,0,0,1
letak nya yang strategis membuat tempat ini selalu ramai pengunjung . apalagi bagi para mahasiswa yang ingin nongkrong selesai kuliah sambil makan malam sembari menikmati wifi gratis . bagi yang butuh makanan di tengah malam tempat ini bisa menjadi salah satu alternatif,letak nya strategis ramai unjung mahasiswa nongkrong selesai kuliah makan malam sembari nikmat wifi gratis butuh makan malam salah alternatif,0,0,1
kakak kenapa signal mu lambat,kakak sinyal mu lambat,1,0,0
"ini adalah salah satu spot kuliner di pvj mal bandung . di lantai bawah pvj disamping eskalator , berseberangan dengan quali dan berada di samping kopilah . sebagian besar makanan yang ditawarkan di sini adalah bermacam-macam olahan tahu . tetapi ada juga makanan non tahu lainnya . variasi makanan yang dapat dipilih cukup banyak , begitu pula minuman nya . konsep nya berupa warung dengan suara tempo dulu . unik dan menarik .",salah spot kuliner pvj mal bandung lantai pvj samping eskalator berangan quali samping kopi makan tawar bermacammacam olah makan non variasi makan pilih minum nya konsep nya warung suara tempo unik tarik,0,0,1
tempat nya keren sepertinya hanya ada di sini makanan nya enak agak susah untuk memanggil pelayan karena jauh ya . pokok nya yang belum pernah disarankan banget deh . walau tempat dah agak lama tapi pengembangan nya oke banget,nya keren sepe inya makan nya enak susah panggil layan ya pokok nya saran banget deh kembang nya oke banget,0,0,1
"suasana yang nyaman terutama di sore hari . menu yang disajikan tergolong cukup variatif dan yang penting adalah rasanya yang rasanya sangat pas di lidah . harga nya cukup lumayan , murah juga tidak mahal sekali juga tidak . sebanding dengan suasana dan kualitas makanan yang disajikan",suasana nyaman sore menu saji golong variatif pas lidah harga nya lumayan murah mahal banding suasana kualitas makan saji,0,0,1
brownis primarasa selalu menjadi favorit kelurga ku,brownis primarasa favorit kelurga ku,0,0,1
jokowi bicara revolusi mental hanya sekadar propaganda .,jokowi bicara revolusi mental propaganda,1,0,0
malas,malas,1,0,0
"oia ada lagi nih satu tempat nongkrong , mungkin untuk yang belum tahu tempat ini menyediakan makanan penutup yang lumayan lezat , ada takoyaki dan menu menu lainnya harga nya lumayan mahal tidak , murah tidak tempat nya juga nyaman dan wifi nya juga kencang staff nya baik . pelayanan nya cepat .",oh iya nih nongkrong sedia makan tutup lumayan lezat takoyaki menu menu harga nya lumayan mahal murah nya nyaman wifi nya kencang staf nya layan nya cepat,0,0,1
yang benar saja masa nomer whatsapp saya di blok ! mana penanggung jawab nya ? bilang nya mau ganti rugi tapi malah di blok !,nomer whatsapp blok tanggung nya bilang nya ganti rugi blok,1,0,0
awal nya sih skeptis saja melihat warung ini tapi gara-gara harus menunggu travel ke jakarta akhirnya singgah deh ke sini warung upnormal di cihampelas . dan ternyata . bukan hanya mi saja yang jual . saya coba nasi goreng enak . pisang goreng karamel . jadi favorit deh . lalu makan beragam nasi lain di lain waktu ternyata enak . : dan harga nya ramah di dompet .,nya sih skeptis warung gara gara tunggu travel jaka a singgah deh warung upnormal cihampelas mi jual coba nasi goreng enak pisang goreng karamel favorit deh makan agam nasi enak harga nya ramah dompet,0,0,1
"rumah makan mie ini sudah sangat terkenal di bandung . letak nya cukup strategis dekat simpang 5 bandung . setiap waktu makan siang , terutama akhir pekan , meja-meja nya selalu terisi penuh . rasa mi , bakso sapi , pangsit goreng , maupun bakso goreng nya biasa saja . porsi cukup besar .",rumah makan mie kenal bandung letak nya strategis simpang bandung makan siang pekan mejameja nya isi penuh mi bakso sapi pangsit goreng bakso goreng nya porsi,0,0,1
saya sangat suka menggunakan jasa gosend,suka jasa gosend,0,0,1
"di sini babi nya terkenal , kemarin mencoba sate babi , kulit dan samcan goreng crispy . teh terbaik harga tidak murah tapi juga tidak mahal .",babi nya kenal kemarin coba sate babi kulit samcan goreng crispy teh baik harga murah mahal,0,0,1
"bmencoba menu bebek peking di maystar , baik , sekalipun cukup enak , tetapi masih harus ditingkatkan karena masih ada olahan bebek peking yang lebih enak lagi daripada olahan a la maystar .",bmencoba menu bebek peking maystar enak tingkat olah bebek peking enak olah a maystar,0,0,1
"pernah makan di sini , mau memesan es krim nya , dibilang es krim nya pending , ditanya maksud nya apa , tidak dijawab sama staff nya . kan bingung , hehe . inti nya saat itu jadi tidak bisa memesan es krim . banyak cabang nya , tapi kualitas nya tidak terlalu terjaga ya , tapi selalu ramai , dan kalau diperhatikan , kalau di mal , lokasi nya bersebelahan sama tempat foto j ons : d",makan mes es krim nya bilang es krim nya pending maksud nya staf nya bingung hehe inti nya mes es krim cabang nya kualitas nya jaga ya ramai perhati mal lokasi nya bahan foto j ons,0,0,1
